TransactionID,id_01,id_12,id_31,DeviceType,DeviceInfo
2992764,-20.0,NotFound,mobile safari generic,mobile,
2992766,-5.0,NotFound,chrome 62.0,desktop,Windows
2992768,-5.0,NotFound,chrome 62.0,desktop,Windows
2992773,-5.0,Found,chrome 62.0,desktop,Windows
2992774,0.0,NotFound,chrome 62.0 for android,mobile,SM-T710 Build/NRD90M
2992777,-5.0,NotFound,chrome generic,mobile,SAMSUNG
2992786,-5.0,NotFound,safari generic,desktop,MacOS
2992787,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2992791,0.0,NotFound,chrome 62.0 for android,mobile,SM-T700 Build/MMB29K
2992792,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2992793,-5.0,Found,mobile safari 9.0,mobile,iOS Device
2992796,-5.0,Found,mobile safari 9.0,mobile,iOS Device
2992797,0.0,Found,mobile safari 11.0,mobile,iOS Device
2992801,-5.0,NotFound,safari generic,desktop,MacOS
2992807,-5.0,NotFound,chrome 62.0,desktop,Windows
2992808,0.0,NotFound,chrome 62.0,desktop,
2992815,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2992822,-5.0,Found,mobile safari 10.0,mobile,iOS Device
2992823,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2992824,-5.0,NotFound,safari generic,desktop,MacOS
2992838,-5.0,NotFound,chrome 61.0,desktop,Windows
2992841,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2992846,-10.0,NotFound,chrome 62.0,desktop,
2992850,-5.0,NotFound,chrome 62.0,desktop,Windows
2992851,-5.0,NotFound,safari generic,desktop,MacOS
2992852,-5.0,NotFound,chrome 61.0,desktop,Windows
2992872,-20.0,NotFound,mobile safari 11.0,mobile,
2992876,-15.0,NotFound,chrome 62.0 for android,mobile,ONE TOUCH 4033A Build/JDQ39
2992877,-20.0,NotFound,mobile safari 11.0,mobile,
2992880,0.0,NotFound,mobile safari generic,mobile,iOS Device
2992886,0.0,NotFound,chrome 62.0,desktop,
2992894,-30.0,NotFound,chrome 62.0,desktop,Windows
2992895,0.0,NotFound,mobile safari 11.0,mobile,
2992896,-30.0,NotFound,chrome 62.0,desktop,Windows
2992898,-20.0,NotFound,mobile safari 11.0,mobile,
2992901,0.0,NotFound,chrome 61.0,desktop,MacOS
2992902,-5.0,NotFound,chrome 49.0,desktop,
2992903,-5.0,NotFound,chrome 62.0,desktop,Windows
2992906,0.0,NotFound,chrome 60.0 for android,mobile,SM-J700M Build/LMY48B
2992911,0.0,NotFound,chrome 62.0 for android,mobile,F5121 Build/34.3.A.0.228
2992920,-5.0,NotFound,chrome 62.0,desktop,Windows
2992924,-5.0,NotFound,chrome 62.0,desktop,Windows
2992936,-5.0,Found,chrome 61.0,mobile,
2992937,-5.0,NotFound,chrome 62.0,desktop,Windows
2992941,-5.0,NotFound,chrome 49.0,desktop,
2992943,-20.0,NotFound,mobile safari 11.0,mobile,
2992949,-5.0,Found,chrome 49.0,desktop,MacOS
2992953,-40.0,NotFound,chrome 62.0 for android,mobile,WAS-LX3 Build/HUAWEIWAS-LX3
2992958,-15.0,NotFound,chrome 62.0,desktop,
2992960,-20.0,NotFound,chrome 62.0,desktop,
2992968,-20.0,NotFound,mobile safari 10.0,mobile,
2992972,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2992974,-5.0,NotFound,chrome 62.0,desktop,Windows
2992980,-5.0,NotFound,safari generic,desktop,MacOS
2992987,-20.0,NotFound,chrome 62.0,desktop,MacOS
2992989,-90.0,NotFound,chrome 62.0 for android,mobile,R8106
2992993,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2992994,0.0,NotFound,safari generic,desktop,MacOS
2992996,-15.0,NotFound,,,
2992997,-20.0,NotFound,mobile safari 11.0,mobile,
2993001,-90.0,NotFound,chrome 62.0 for android,mobile,MotoG3 Build/MPIS24.65-33.1-2-16
2993003,0.0,NotFound,chrome 62.0 for android,mobile,SM-G925I Build/MMB29K
2993004,-40.0,NotFound,chrome 62.0 for android,mobile,HUAWEI VNS-L53 Build/HUAWEIVNS-L53
2993007,-5.0,NotFound,chrome 61.0,desktop,MacOS
2993008,-5.0,NotFound,chrome 62.0,desktop,Windows
2993025,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2993026,-5.0,NotFound,chrome 62.0,desktop,Windows
2993027,0.0,Found,safari generic,desktop,MacOS
2993031,-5.0,NotFound,chrome 62.0,desktop,Windows
2993032,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993033,0.0,Found,mobile safari 11.0,mobile,iOS Device
2993043,-5.0,NotFound,chrome 62.0,desktop,
2993045,-5.0,NotFound,chrome 62.0,desktop,Windows
2993046,-20.0,NotFound,chrome 62.0,desktop,
2993052,-5.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993053,-5.0,NotFound,chrome 62.0,desktop,Windows
2993058,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993059,-5.0,NotFound,chrome 62.0,desktop,Windows
2993064,-5.0,NotFound,firefox 57.0,desktop,Windows
2993069,0.0,NotFound,chrome 62.0 for android,mobile,Blade V6 Build/LRX22G
2993074,0.0,NotFound,chrome 62.0 for android,mobile,SM-T113NU Build/KTU84P
2993076,-20.0,NotFound,other,mobile,SAMSUNG SM-G530H Build/LRX22G
2993078,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2993079,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993088,0.0,NotFound,chrome 62.0 for android,mobile,Moto G Play Build/MPIS24.241-15.3-26
2993092,0.0,NotFound,chrome 62.0 for android,mobile,SM-J510MN Build/MMB29M
2993093,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993094,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993101,0.0,NotFound,chrome 62.0 for android,mobile,SM-G950F Build/NRD90M
2993102,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2993103,-20.0,NotFound,mobile safari 11.0,mobile,
2993107,0.0,NotFound,chrome generic,mobile,Moto G (4) Build/NPJS25.93-14-10
2993109,-85.0,NotFound,chrome 49.0,desktop,
2993110,0.0,NotFound,chrome generic,mobile,Moto G (4) Build/NPJS25.93-14-10
2993111,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993114,0.0,NotFound,samsung browser 6.2,mobile,SAMSUNG SM-J700M Build/MMB29K
2993120,0.0,NotFound,chrome generic,mobile,Moto G (4) Build/NPJS25.93-14-10
2993121,-40.0,NotFound,chrome 62.0 for android,mobile,CAM-L03 Build/HUAWEICAM-L03
2993122,0.0,NotFound,chrome generic,mobile,Moto G (4) Build/NPJS25.93-14-10
2993126,-5.0,NotFound,mobile safari 10.0,mobile,
2993138,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993143,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993147,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993150,-5.0,NotFound,firefox 57.0,desktop,Windows
2993154,0.0,NotFound,chrome 62.0 for android,mobile,SM-G935F Build/NRD90M
2993157,-5.0,NotFound,safari generic,desktop,MacOS
2993163,-15.0,NotFound,chrome 62.0 for android,mobile,SM-G570M Build/MMB29K
2993165,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993167,0.0,NotFound,chrome 62.0 for android,mobile,SAMSUNG-SM-G891A Build/NRD90M
2993168,-5.0,NotFound,chrome 62.0,desktop,Windows
2993170,-5.0,NotFound,chrome 62.0,desktop,Windows
2993171,-5.0,NotFound,edge 15.0,desktop,Windows
2993175,-20.0,NotFound,mobile safari 9.0,mobile,iOS Device
2993178,-5.0,NotFound,chrome 62.0,desktop,Windows
2993182,-5.0,NotFound,firefox 57.0,desktop,Windows
2993184,-85.0,NotFound,chrome 49.0,desktop,
2993186,-5.0,NotFound,chrome 62.0,desktop,
2993187,-85.0,NotFound,chrome 49.0,desktop,
2993188,-5.0,NotFound,firefox 52.0,desktop,Windows
2993189,0.0,NotFound,chrome 62.0 for android,mobile,SM-G531H Build/LMY48B
2993192,0.0,NotFound,chrome 62.0 for android,mobile,SM-J500M Build/LMY48B
2993203,-5.0,NotFound,chrome 62.0,desktop,Windows
2993204,0.0,NotFound,chrome 54.0 for android,mobile,XT1032 Build/LPBS23.13-56-2
2993205,-5.0,NotFound,chrome 58.0 for android,mobile,SM-J727U Build/NRD90M
2993208,-5.0,NotFound,chrome 62.0,desktop,Windows
2993210,0.0,NotFound,chrome 62.0 for android,mobile,LGLS676 Build/MXB48T
2993211,0.0,Found,chrome 62.0 for android,mobile,LGLS676 Build/MXB48T
2993215,0.0,NotFound,chrome 62.0 for android,mobile,LGLS676 Build/MXB48T
2993220,-20.0,NotFound,chrome 62.0,desktop,Windows
2993224,-5.0,NotFound,chrome 62.0,desktop,Windows
2993226,-5.0,Found,chrome 62.0,desktop,Windows
2993233,-40.0,NotFound,firefox 57.0,desktop,
2993242,-5.0,NotFound,chrome 62.0,desktop,Windows
2993249,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2993260,-5.0,NotFound,chrome generic,mobile,Moto G (4) Build/NPJS25.93-14-10
2993262,-5.0,Found,safari generic,desktop,MacOS
2993263,-5.0,Found,safari generic,desktop,MacOS
2993264,0.0,NotFound,chrome 62.0,desktop,MacOS
2993272,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993278,-5.0,NotFound,chrome 62.0 for android,mobile,TA-1003
2993284,-10.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993286,0.0,NotFound,chrome 62.0 for android,mobile,Moto C Build/NRD90M.063
2993291,-5.0,NotFound,chrome 62.0,desktop,Windows
2993293,0.0,NotFound,chrome 62.0 for android,mobile,SM-G900V Build/MMB29M
2993294,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993296,-5.0,Found,mobile safari 11.0,mobile,iOS Device
2993298,-5.0,NotFound,chrome 62.0,desktop,Windows
2993305,-5.0,NotFound,chrome 62.0,desktop,MacOS
2993306,0.0,NotFound,chrome 60.0,desktop,
2993310,-5.0,NotFound,chrome 62.0,desktop,Windows
2993312,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993320,0.0,Found,ie 11.0 for desktop,desktop,Trident/7.0
2993323,0.0,Found,chrome 62.0,mobile,
2993328,0.0,NotFound,chrome 62.0 for android,mobile,SM-G955U Build/NRD90M
2993336,-20.0,NotFound,chrome 62.0,desktop,
2993341,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993344,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993345,-5.0,NotFound,mobile safari uiwebview,mobile,iOS Device
2993352,-5.0,NotFound,safari generic,desktop,MacOS
2993362,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993364,0.0,Found,ie 11.0 for desktop,desktop,Trident/7.0
2993371,-5.0,NotFound,chrome 62.0,desktop,Windows
2993376,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993382,0.0,NotFound,chrome 62.0 for android,mobile,VK810
2993383,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993384,-5.0,NotFound,safari generic,desktop,MacOS
2993388,0.0,NotFound,safari generic,desktop,MacOS
2993390,-5.0,NotFound,chrome 62.0,desktop,Windows
2993394,-5.0,NotFound,firefox 57.0,desktop,Windows
2993395,-5.0,NotFound,chrome 62.0,desktop,Windows
2993404,-5.0,Found,firefox 57.0,desktop,Windows
2993409,0.0,NotFound,chrome generic,mobile,KFASWI Build/LVY48F
2993411,-5.0,NotFound,chrome 62.0,desktop,Windows
2993412,0.0,NotFound,chrome 62.0 for android,mobile,SM-G935F Build/NRD90M
2993417,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2993428,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993429,-5.0,NotFound,firefox 57.0,desktop,Windows
2993434,-5.0,NotFound,firefox 57.0,desktop,Windows
2993445,-5.0,NotFound,firefox 57.0,desktop,Windows
2993449,-5.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993450,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993460,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993477,0.0,NotFound,chrome 62.0 for android,mobile,SM-J320M Build/LMY47V
2993481,-5.0,NotFound,chrome 62.0,desktop,Windows
2993488,-5.0,NotFound,chrome 62.0,desktop,Windows
2993491,0.0,NotFound,chrome 62.0,desktop,MacOS
2993497,0.0,NotFound,ie 11.0 for tablet,desktop,Trident/7.0
2993511,0.0,NotFound,chrome 62.0,desktop,MacOS
2993513,-5.0,NotFound,chrome 62.0,desktop,Windows
2993516,-5.0,NotFound,chrome 62.0,desktop,Windows
2993525,-5.0,NotFound,chrome 62.0,desktop,Windows
2993526,0.0,NotFound,chrome 62.0,desktop,MacOS
2993528,0.0,NotFound,firefox 52.0,desktop,rv:52.0
2993529,-20.0,NotFound,mobile safari 11.0,mobile,
2993531,0.0,NotFound,firefox 52.0,desktop,rv:52.0
2993554,-40.0,NotFound,chrome 62.0 for android,mobile,BLL-L23 Build/HUAWEIBLL-L23
2993556,-5.0,NotFound,chrome 62.0,desktop,Windows
2993573,0.0,Found,chrome 62.0,desktop,
2993574,-5.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993581,-5.0,Found,chrome 62.0,desktop,Windows
2993582,-5.0,NotFound,chrome 61.0,desktop,
2993587,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2993590,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993593,0.0,Found,mobile safari 11.0,mobile,iOS Device
2993595,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2993597,0.0,Found,mobile safari 11.0,mobile,iOS Device
2993609,-5.0,NotFound,firefox,desktop,rv:57.0
2993611,-20.0,NotFound,chrome 62.0,desktop,Windows
2993624,-10.0,NotFound,chrome 62.0,desktop,Windows
2993628,-5.0,NotFound,chrome 62.0,desktop,Windows
2993630,-5.0,NotFound,chrome 62.0,desktop,Windows
2993636,-5.0,NotFound,chrome 62.0,desktop,Windows
2993637,-5.0,NotFound,chrome 62.0,desktop,Windows
2993638,0.0,NotFound,safari generic,desktop,MacOS
2993647,-5.0,NotFound,chrome 62.0,desktop,Windows
2993648,-20.0,NotFound,mobile safari 11.0,mobile,
2993657,-5.0,Found,chrome 62.0,desktop,Windows
2993666,-100.0,NotFound,chrome generic,mobile,SM-J120H Build/LMY47V
2993674,-20.0,NotFound,mobile safari 11.0,mobile,
2993676,-5.0,NotFound,chrome 62.0,desktop,Windows
2993684,0.0,NotFound,chrome 60.0,desktop,
2993690,-5.0,NotFound,chrome 62.0,desktop,Windows
2993707,-5.0,NotFound,chrome 62.0,desktop,Windows
2993708,-15.0,NotFound,,,
2993713,0.0,NotFound,ie 11.0 for desktop,desktop,Windows
2993716,-5.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993718,-5.0,NotFound,chrome 62.0,desktop,Windows
2993723,-5.0,NotFound,firefox 57.0,desktop,Windows
2993732,-5.0,NotFound,chrome 62.0,desktop,Windows
2993733,-5.0,NotFound,chrome 62.0,desktop,Windows
2993742,-5.0,NotFound,safari generic,desktop,MacOS
2993746,-5.0,NotFound,chrome 62.0,desktop,Windows
2993747,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993750,-5.0,NotFound,chrome,desktop,Windows
2993754,-5.0,NotFound,chrome 62.0,desktop,Windows
2993756,0.0,NotFound,chrome 62.0 for android,mobile,SM-N950U Build/NMF26X
2993761,0.0,Found,chrome 62.0 for android,mobile,SM-N950U Build/NMF26X
2993762,0.0,Found,chrome 62.0,desktop,MacOS
2993763,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993771,-5.0,NotFound,safari generic,desktop,MacOS
2993778,-5.0,NotFound,chrome 62.0,desktop,
2993780,0.0,NotFound,safari generic,desktop,MacOS
2993789,-5.0,NotFound,chrome 62.0,desktop,Windows
2993791,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993792,-5.0,NotFound,edge 16.0,desktop,Windows
2993796,-10.0,NotFound,firefox 57.0,desktop,Windows
2993798,-5.0,NotFound,chrome 62.0,desktop,Windows
2993803,-5.0,NotFound,edge 15.0,desktop,Windows
2993805,0.0,Found,mobile safari generic,mobile,iOS Device
2993812,0.0,NotFound,chrome 62.0 for ios,mobile,iOS Device
2993818,-5.0,NotFound,chrome 62.0,desktop,Windows
2993823,-5.0,NotFound,mobile safari 9.0,mobile,iOS Device
2993825,-10.0,NotFound,chrome 62.0,desktop,Windows
2993829,-5.0,NotFound,chrome 62.0,desktop,Windows
2993833,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993834,0.0,NotFound,chrome 60.0 for android,mobile,LG-D693n Build/LRX22G
2993835,0.0,NotFound,firefox 52.0,desktop,Windows
2993836,-5.0,NotFound,safari generic,desktop,MacOS
2993842,-5.0,NotFound,chrome 62.0,desktop,
2993843,-40.0,NotFound,chrome 62.0 for android,mobile,HUAWEI RIO-L03 Build/HUAWEIRIO-L03
2993845,-5.0,NotFound,firefox 52.0,desktop,Windows
2993851,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993853,-5.0,NotFound,chrome 62.0,desktop,Windows
2993855,-5.0,NotFound,chrome 62.0,desktop,Windows
2993858,-5.0,NotFound,chrome 62.0,desktop,Windows
2993859,-25.0,NotFound,chrome 62.0,desktop,Windows
2993864,-5.0,NotFound,chrome 62.0,desktop,Windows
2993868,-5.0,NotFound,chrome 62.0,desktop,Windows
2993870,-10.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993878,-5.0,NotFound,firefox 57.0,desktop,Windows
2993883,-5.0,NotFound,chrome 49.0,desktop,Windows
2993887,0.0,NotFound,mobile safari generic,mobile,iOS Device
2993888,-5.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993889,-5.0,Found,mobile safari 11.0,mobile,iOS Device
2993897,0.0,Found,chrome 62.0,mobile,
2993900,0.0,NotFound,mobile safari generic,mobile,iOS Device
2993919,-5.0,NotFound,chrome 62.0,desktop,
2993926,-5.0,NotFound,chrome 62.0,desktop,
2993931,-5.0,NotFound,chrome 62.0,desktop,Windows
2993933,0.0,NotFound,mobile safari 8.0,mobile,iOS Device
2993934,-25.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993936,-5.0,NotFound,chrome 62.0,desktop,Windows
2993937,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2993938,-5.0,NotFound,chrome 62.0,desktop,Windows
2993940,-5.0,NotFound,chrome 62.0,desktop,Windows
2993946,-10.0,NotFound,chrome 62.0,desktop,
2993959,-5.0,NotFound,safari generic,desktop,MacOS
2993963,0.0,NotFound,safari generic,desktop,MacOS
2993973,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2993981,-5.0,NotFound,chrome 62.0,desktop,Windows
2993983,-5.0,NotFound,edge 15.0,desktop,Windows
2993986,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2993988,-5.0,NotFound,chrome 62.0,desktop,Windows
2994000,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994004,0.0,NotFound,samsung browser 6.2,mobile,SAMSUNG SM-G930A Build/NRD90M
2994006,0.0,NotFound,chrome 55.0 for android,mobile,5012G Build/MRA58K
2994036,-5.0,NotFound,chrome 62.0,desktop,Windows
2994040,-15.0,NotFound,,,
2994043,-5.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994058,-5.0,NotFound,chrome 62.0,desktop,
2994070,-5.0,NotFound,chrome 62.0,desktop,MacOS
2994076,-5.0,NotFound,safari generic,desktop,MacOS
2994086,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994090,-5.0,NotFound,chrome 62.0,desktop,
2994092,-5.0,NotFound,chrome 62.0 for android,mobile,SM-G935F Build/NRD90M
2994101,-5.0,NotFound,chrome 62.0,desktop,MacOS
2994108,-10.0,NotFound,chrome 62.0,desktop,Windows
2994110,-5.0,NotFound,chrome 62.0,desktop,Windows
2994112,-15.0,Found,,,
2994114,-40.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994115,-5.0,NotFound,safari generic,desktop,MacOS
2994121,-5.0,NotFound,chrome 62.0,desktop,Windows
2994123,-5.0,NotFound,chrome 62.0,desktop,Windows
2994126,-5.0,NotFound,chrome 62.0,desktop,Windows
2994135,0.0,NotFound,chrome 62.0,desktop,MacOS
2994137,-5.0,NotFound,chrome 62.0,desktop,Windows
2994138,-5.0,NotFound,chrome 62.0,desktop,Windows
2994139,0.0,NotFound,firefox,desktop,rv:52.0
2994144,-5.0,NotFound,chrome 62.0,desktop,
2994157,-5.0,NotFound,chrome 62.0,desktop,Windows
2994159,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994161,-40.0,NotFound,chrome 60.0 for android,mobile,BLL-L23 Build/HUAWEIBLL-L23
2994170,0.0,NotFound,chrome 62.0,desktop,MacOS
2994171,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994172,-35.0,NotFound,mobile safari 9.0,mobile,
2994176,-5.0,NotFound,safari generic,desktop,MacOS
2994179,-5.0,NotFound,firefox,desktop,rv:57.0
2994180,-5.0,NotFound,edge 16.0,desktop,Windows
2994181,-5.0,NotFound,chrome 62.0,desktop,Windows
2994186,-5.0,NotFound,firefox 57.0,desktop,Windows
2994199,-5.0,NotFound,chrome 61.0,desktop,
2994202,0.0,NotFound,mobile safari generic,mobile,iOS Device
2994206,-25.0,Found,mobile safari 11.0,mobile,iOS Device
2994214,0.0,NotFound,chrome 62.0 for android,mobile,Moto G Play Build/MPIS24.241-15.3-26
2994219,-5.0,NotFound,chrome 49.0,desktop,
2994225,-5.0,NotFound,samsung browser 6.2,mobile,SAMSUNG
2994231,-5.0,NotFound,chrome 62.0,desktop,Windows
2994234,-5.0,NotFound,safari generic,desktop,MacOS
2994238,-5.0,NotFound,chrome 62.0,desktop,Windows
2994241,0.0,NotFound,chrome 62.0 for android,mobile,SM-P350 Build/MMB29M
2994257,-10.0,NotFound,chrome 62.0,desktop,
2994258,0.0,NotFound,chrome 62.0,desktop,MacOS
2994266,-5.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994269,0.0,NotFound,chrome generic,mobile,Moto G (5) Build/NPP25.137-72
2994272,0.0,NotFound,chrome 62.0 for android,mobile,SM-G610M Build/MMB29K
2994274,0.0,NotFound,mobile safari generic,mobile,iOS Device
2994275,-10.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994277,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994279,-10.0,NotFound,chrome 62.0,desktop,
2994280,-5.0,NotFound,safari generic,desktop,MacOS
2994282,0.0,NotFound,chrome 62.0 for android,mobile,SM-G610M Build/MMB29K
2994286,-5.0,NotFound,safari generic,desktop,MacOS
2994295,-5.0,NotFound,chrome 62.0,desktop,Windows
2994298,-35.0,NotFound,chrome 62.0,desktop,
2994302,0.0,NotFound,chrome 62.0 for android,mobile,SM-G610M Build/MMB29K
2994303,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994317,-5.0,NotFound,safari generic,desktop,MacOS
2994321,-15.0,Found,,,
2994322,-5.0,NotFound,safari generic,desktop,MacOS
2994327,-5.0,NotFound,edge 15.0,desktop,Windows
2994334,-5.0,NotFound,firefox 57.0,desktop,Windows
2994347,-5.0,NotFound,safari generic,desktop,MacOS
2994348,0.0,Found,mobile safari 11.0,mobile,iOS Device
2994349,-5.0,NotFound,edge 16.0,desktop,Windows
2994352,-20.0,NotFound,mobile safari 11.0,mobile,
2994353,-5.0,NotFound,edge 15.0,desktop,Windows
2994360,-5.0,NotFound,chrome 62.0,desktop,Windows
2994362,-5.0,Found,chrome 62.0,desktop,Windows
2994366,-5.0,NotFound,chrome 62.0,desktop,Windows
2994372,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994375,0.0,NotFound,safari generic,desktop,MacOS
2994379,0.0,NotFound,chrome 62.0 for android,mobile,SM-A300H Build/LRX22G
2994382,0.0,NotFound,chrome 62.0 for android,mobile,SM-A300H Build/LRX22G
2994391,-10.0,NotFound,chrome 62.0,desktop,Windows
2994400,-15.0,NotFound,chrome 62.0,desktop,
2994403,-15.0,NotFound,,,
2994411,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994418,-10.0,NotFound,,desktop,Windows
2994421,0.0,NotFound,chrome generic,mobile,Moto
2994446,-5.0,NotFound,firefox,desktop,rv:57.0
2994447,0.0,NotFound,mobile safari generic,mobile,iOS Device
2994450,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994458,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994460,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994464,0.0,Found,ie 11.0 for desktop,desktop,Trident/7.0
2994465,-5.0,NotFound,chrome 62.0,desktop,
2994471,-5.0,NotFound,mobile safari 10.0,mobile,iOS Device
2994472,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994475,0.0,NotFound,edge 14.0,desktop,Windows
2994478,-45.0,NotFound,mobile safari generic,mobile,iOS Device
2994481,-15.0,NotFound,,,
2994482,-25.0,NotFound,chrome 62.0,desktop,Windows
2994483,0.0,NotFound,safari generic,desktop,MacOS
2994484,-5.0,NotFound,edge 16.0,desktop,Windows
2994490,0.0,NotFound,chrome 60.0,desktop,
2994496,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994504,-5.0,NotFound,chrome 62.0,desktop,
2994505,-20.0,NotFound,chrome 62.0,desktop,
2994509,0.0,NotFound,chrome 62.0,desktop,
2994510,0.0,NotFound,ie,desktop,Windows
2994511,0.0,Found,ie,desktop,Windows
2994512,-5.0,NotFound,chrome 62.0,desktop,Windows
2994523,-5.0,Found,chrome 62.0,desktop,Windows
2994525,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994533,-5.0,NotFound,chrome 62.0,desktop,Windows
2994538,-5.0,NotFound,chrome 62.0,desktop,Windows
2994542,0.0,NotFound,ie 11.0 for tablet,desktop,Trident/7.0
2994544,0.0,NotFound,chrome 62.0 for android,mobile,Blade V6 Plus Build/MRA58K
2994552,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994553,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994559,-5.0,NotFound,chrome 62.0,desktop,
2994563,-5.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994568,-15.0,NotFound,chrome 62.0 for android,mobile,SM-J700M Build/MMB29K
2994577,-5.0,NotFound,firefox 57.0,desktop,Windows
2994594,-20.0,NotFound,mobile safari 11.0,mobile,
2994595,-45.0,NotFound,firefox generic,desktop,Windows
2994596,0.0,NotFound,chrome 62.0,desktop,MacOS
2994599,0.0,NotFound,mobile safari generic,mobile,iOS Device
2994627,0.0,NotFound,safari generic,desktop,MacOS
2994628,-5.0,Found,firefox 57.0,desktop,Windows
2994629,-5.0,NotFound,chrome 62.0,desktop,Windows
2994631,-5.0,NotFound,mobile safari 9.0,mobile,
2994638,-5.0,NotFound,chrome 62.0,desktop,Windows
2994651,-5.0,NotFound,firefox 48.0,desktop,rv:48.0
2994652,-5.0,Found,firefox 48.0,desktop,rv:48.0
2994655,-5.0,Found,firefox 48.0,desktop,rv:48.0
2994657,0.0,NotFound,chrome 62.0 for android,mobile,SM-G925V Build/NRD90M
2994659,0.0,NotFound,mobile safari 11.0,mobile,iOS Device
2994661,-5.0,Found,firefox 48.0,desktop,rv:48.0
2994667,-15.0,NotFound,,,
2994675,0.0,NotFound,chrome generic,mobile,KFFOWI Build/LVY48F
2994676,0.0,NotFound,ie 11.0 for desktop,desktop,Trident/7.0
2994679,-5.0,NotFound,chrome 62.0,desktop,Windows
