TransactionID,isFraud,TransactionAmt,ProductCD,card1,card4,addr1,P_emaildomain
2988310,0,59.0,W,16494,visa,184.0,
2988311,0,25.0,S,14259,visa,330.0,
2988312,0,25.0,S,16485,visa,330.0,
2988313,0,250.0,W,9803,visa,126.0,comcast.net
2988314,0,218.0,W,10680,visa,330.0,yahoo.com
2988315,0,287.5,W,7919,mastercard,299.0,yahoo.com
2988316,0,20.0,W,12695,visa,325.0,gmail.com
2988317,0,59.0,W,7919,mastercard,204.0,
2988318,0,100.0,W,12695,visa,325.0,hotmail.com
2988319,0,445.0,W,7919,mastercard,272.0,gmail.com
2988320,0,25.95,W,7919,mastercard,123.0,
2988321,0,50.08,W,7919,mastercard,204.0,
2988322,0,150.0,W,6951,visa,441.0,gmail.com
2988323,0,21.0,W,10680,visa,330.0,yahoo.com
2988324,0,70.0,W,18031,mastercard,126.0,yahoo.com
2988325,0,100.0,R,18375,visa,441.0,gmail.com
2988326,0,100.0,W,7638,visa,441.0,yahoo.com
2988327,0,50.0,W,7919,mastercard,476.0,
2988328,0,280.0,W,9803,visa,126.0,comcast.net
2988329,0,418.78,W,7299,mastercard,204.0,gmail.com
2988330,0,50.0,W,8406,visa,126.0,me.com
2988331,0,30.0,W,12544,visa,494.0,gmail.com
2988332,0,97.0,W,4553,mastercard,123.0,yahoo.com
2988333,0,150.0,W,17990,mastercard,315.0,yahoo.com
2988334,0,107.95,W,7826,mastercard,387.0,charter.net
2988335,0,65.0,W,17399,mastercard,204.0,gmail.com
2988336,0,59.0,W,7919,mastercard,264.0,gmail.com
2988337,0,103.95,W,1546,visa,272.0,gmail.com
2988338,0,150.0,W,7919,mastercard,441.0,
2988339,0,25.0,S,14259,visa,330.0,
2988340,0,100.0,H,12544,visa,272.0,gmail.com
2988341,0,35.95,W,13455,mastercard,231.0,yahoo.com
2988342,0,100.0,H,12544,visa,272.0,gmail.com
2988343,0,50.0,W,17363,visa,498.0,
2988344,0,25.95,W,9992,mastercard,177.0,gmail.com
2988345,0,140.0,W,12544,visa,476.0,aol.com
2988346,0,117.0,W,6019,visa,126.0,comcast.net
2988347,0,160.95,W,11207,visa,204.0,
2988348,0,405.0,W,7919,mastercard,204.0,
2988349,0,50.0,W,3984,mastercard,330.0,gmail.com
2988350,0,48.95,W,4663,visa,204.0,gmail.com
2988351,0,60.0,W,6128,mastercard,272.0,gmail.com
2988352,0,107.95,W,3379,mastercard,204.0,yahoo.com
2988353,0,20.0,W,11465,visa,436.0,gmail.com
2988354,0,200.0,W,18132,mastercard,494.0,yahoo.com
2988355,1,35.0,W,10057,mastercard,204.0,gmail.com
2988356,0,85.0,S,1906,mastercard,123.0,
2988357,0,107.95,W,7542,visa,226.0,gmail.com
2988358,0,75.0,W,9500,visa,337.0,gmail.com
2988359,0,100.0,W,2772,visa,143.0,gmail.com
2988360,0,75.0,W,5613,visa,184.0,gmail.com
2988361,0,40.0,W,5613,visa,181.0,yahoo.com
2988362,0,130.0,W,9500,visa,272.0,gmail.com
2988363,0,75.0,W,9500,visa,204.0,
2988364,0,125.0,W,15971,visa,143.0,gmail.com
2988365,0,107.95,W,7919,mastercard,315.0,
2988366,0,68.95,W,7919,mastercard,181.0,
2988367,0,150.0,W,7919,mastercard,512.0,yahoo.com
2988368,0,30.0,H,9500,visa,330.0,aol.com
2988369,0,59.0,W,3166,visa,325.0,anonymous.com
2988370,0,30.0,H,13973,american express,325.0,gmail.com
2988371,0,135.5,W,10112,visa,325.0,
2988372,0,50.0,W,8320,visa,158.0,
2988373,0,92.0,W,5613,visa,184.0,gmail.com
2988374,0,103.97,W,17400,visa,123.0,
2988375,0,67.95,W,7919,mastercard,299.0,
2988376,0,50.0,W,17217,visa,494.0,
2988377,0,139.95,W,7664,visa,264.0,
2988378,0,25.0,S,14259,visa,330.0,
2988379,0,200.0,W,12839,visa,264.0,yahoo.com
2988380,0,250.0,R,14741,visa,204.0,gmail.com
2988381,0,300.0,W,3579,mastercard,330.0,
2988382,0,200.0,W,14426,mastercard,498.0,gmail.com
2988383,0,50.0,W,14084,visa,226.0,anonymous.com
2988384,0,90.0,W,13623,visa,498.0,yahoo.com
2988385,0,600.0,W,9323,visa,191.0,charter.net
2988386,0,125.0,W,17217,visa,337.0,gmail.com
2988387,0,60.0,W,7508,visa,110.0,hotmail.com
2988388,0,201.95,W,6369,visa,384.0,aol.com
2988389,0,150.0,R,1741,mastercard,264.0,yahoo.com
2988390,0,59.0,W,17085,visa,441.0,outlook.com
2988391,0,59.0,W,17390,visa,337.0,gmail.com
2988392,0,124.95,W,7919,mastercard,433.0,yahoo.com
2988393,0,25.0,S,4141,mastercard,330.0,
2988394,0,30.0,W,18027,visa,330.0,gmail.com
2988395,0,201.0,W,16132,visa,299.0,aol.com
2988396,0,50.0,H,1720,visa,272.0,gmail.com
2988397,0,47.95,W,13481,mastercard,325.0,
2988398,0,57.95,W,2127,visa,126.0,
2988399,0,40.0,W,13780,visa,441.0,gmail.com
2988400,0,209.95,W,13511,visa,264.0,gmail.com
2988401,0,311.95,W,16865,visa,433.0,yahoo.com
2988402,0,80.0,W,7919,mastercard,269.0,yahoo.com
2988403,0,61.5,W,6170,visa,327.0,yahoo.com
2988404,0,226.0,W,6546,mastercard,181.0,
2988405,0,400.0,W,9323,visa,191.0,charter.net
2988406,0,25.0,W,5146,visa,441.0,
2988407,0,60.0,W,18132,mastercard,476.0,yahoo.com
2988408,0,75.0,W,7826,mastercard,387.0,gmail.com
2988409,0,25.0,S,7800,visa,184.0,
2988410,0,150.0,W,7919,mastercard,205.0,yahoo.com
2988411,0,50.0,W,17635,visa,126.0,yahoo.com
2988412,0,30.95,W,16972,visa,269.0,
2988413,0,20.0,W,12741,visa,143.0,
2988414,0,54.5,W,12469,mastercard,476.0,yahoo.com
2988415,0,130.0,W,14741,visa,204.0,gmail.com
2988416,0,100.0,W,16998,mastercard,330.0,comcast.net
2988417,0,250.0,W,2781,visa,264.0,gmail.com
2988418,0,108.5,W,7664,visa,204.0,
2988419,0,72.95,W,7178,visa,181.0,
2988420,0,25.0,W,16338,mastercard,143.0,yahoo.com
2988421,0,213.0,W,12577,visa,325.0,yahoo.com
2988422,0,75.0,W,12544,visa,441.0,
2988423,0,50.0,W,17162,visa,181.0,yahoo.com
2988424,0,60.0,W,7919,mastercard,325.0,yahoo.com
2988425,0,50.0,W,7919,mastercard,264.0,
2988426,0,20.0,W,12501,visa,181.0,
2988427,0,50.0,W,8965,visa,269.0,yahoo.com
2988428,0,120.0,W,5001,mastercard,325.0,gmail.com
2988429,0,50.0,W,2261,visa,143.0,
2988430,0,171.0,W,2263,visa,337.0,gmail.com
2988431,0,150.0,R,11782,american express,191.0,anonymous.com
2988432,0,186.0,W,14858,visa,325.0,aol.com
2988433,0,300.0,W,9323,visa,191.0,charter.net
2988434,0,234.95,W,7919,mastercard,472.0,
2988435,0,117.0,W,16998,mastercard,330.0,comcast.net
2988436,0,30.0,W,6304,visa,472.0,aol.com
2988437,0,500.0,W,15484,visa,299.0,gmail.com
2988438,0,120.0,W,7919,mastercard,184.0,gmail.com
2988439,0,173.0,W,7207,visa,204.0,yahoo.com
2988440,0,47.95,W,7919,mastercard,123.0,
2988441,0,445.0,W,7919,mastercard,272.0,gmail.com
2988442,0,36.5,W,13218,mastercard,472.0,aol.com
2988443,0,29.0,W,12741,visa,143.0,gmail.com
2988444,0,105.95,W,11207,visa,325.0,msn.com
2988445,0,40.0,W,14080,visa,330.0,gmail.com
2988446,0,50.0,W,4100,visa,204.0,
2988447,0,311.61,W,7919,mastercard,269.0,
2988448,0,250.0,R,1724,visa,494.0,gmail.com
2988449,0,100.0,H,15063,visa,181.0,gmail.com
2988450,0,50.0,W,11905,visa,441.0,msn.com
2988451,0,30.0,H,13249,visa,264.0,gmail.com
2988452,0,20.0,W,9500,visa,433.0,hotmail.com
2988453,0,107.95,W,9500,visa,204.0,gmail.com
2988454,0,25.95,W,12544,visa,441.0,
2988455,0,100.0,W,7919,mastercard,441.0,
2988456,0,600.0,W,6872,visa,441.0,gmail.com
2988457,0,60.0,W,4436,visa,184.0,gmail.com
2988458,0,57.95,W,1675,visa,330.0,gmail.com
2988459,0,83.5,W,2157,visa,204.0,yahoo.com
2988460,0,35.95,W,7919,mastercard,123.0,
2988461,0,40.0,W,5614,mastercard,170.0,
2988462,0,117.0,W,3771,mastercard,436.0,
2988463,0,60.0,W,15863,visa,177.0,gmail.com
2988464,0,50.0,W,18246,mastercard,204.0,
2988465,0,42.95,W,6546,mastercard,181.0,gmail.com
2988466,0,47.95,W,7919,mastercard,205.0,
2988467,0,2801.75,W,3148,visa,272.0,outlook.com
2988468,0,200.0,W,15359,mastercard,126.0,verizon.net
2988469,0,150.0,R,9836,mastercard,181.0,anonymous.com
2988470,0,171.0,W,3681,visa,181.0,gmail.com
2988471,0,470.0,W,7919,mastercard,204.0,
2988472,0,59.0,W,10856,visa,441.0,
2988473,0,171.0,W,7919,mastercard,420.0,yahoo.com
2988474,0,311.95,W,17188,visa,299.0,hotmail.com
2988475,0,75.0,H,1724,visa,325.0,aol.com
2988476,0,59.0,W,6877,visa,476.0,
2988477,0,92.0,W,5344,visa,181.0,yahoo.com
2988478,0,60.0,W,7919,mastercard,485.0,
2988479,0,50.0,W,9500,visa,433.0,hotmail.com
2988480,0,60.0,W,12544,visa,337.0,gmail.com
2988481,0,3247.91,W,7815,mastercard,123.0,gmail.com
2988482,0,112.99,W,4436,visa,184.0,anonymous.com
2988483,0,57.95,W,7919,mastercard,191.0,
2988484,0,300.0,H,9803,visa,472.0,yahoo.com
2988485,0,200.0,W,7919,mastercard,387.0,
2988486,0,57.95,W,7919,mastercard,264.0,gmail.com
2988487,0,29.0,W,1342,mastercard,325.0,gmail.com
2988488,0,40.0,W,9500,visa,272.0,gmail.com
2988489,0,500.0,W,12501,visa,204.0,aol.com
2988490,0,42.95,W,6207,visa,143.0,aol.com
2988491,0,335.0,W,14290,visa,315.0,gmail.com
2988492,0,644.95,W,10349,visa,181.0,
2988493,0,100.0,W,7919,mastercard,123.0,
2988494,0,120.0,W,18132,mastercard,203.0,gmail.com
2988495,0,200.0,S,7585,visa,441.0,
2988496,0,54.5,W,7919,mastercard,126.0,
2988497,0,47.95,W,13481,mastercard,325.0,
2988498,0,100.0,W,7919,mastercard,143.0,
2988499,0,100.0,W,10186,visa,325.0,yahoo.com
2988500,0,40.0,W,4663,visa,485.0,
2988501,0,145.0,W,6550,visa,494.0,gmail.com
2988502,0,44.0,W,12695,visa,325.0,gmail.com
2988503,0,49.0,W,9500,visa,272.0,gmail.com
2988504,0,100.0,W,2803,visa,231.0,
2988505,0,427.47,W,11509,mastercard,327.0,gmail.com
2988506,0,250.0,W,7919,mastercard,181.0,gmail.com
2988507,0,59.0,W,7919,mastercard,264.0,
2988508,0,130.0,W,7919,mastercard,330.0,gmail.com
2988509,0,352.86,W,7768,mastercard,325.0,gmail.com
2988510,0,50.0,W,6481,visa,337.0,gmail.com
2988511,0,50.0,W,16560,visa,184.0,gmail.com
2988512,0,25.0,H,15063,visa,264.0,gmail.com
2988513,0,70.0,H,16326,visa,204.0,yahoo.com
2988514,0,57.95,W,9323,visa,191.0,
2988515,0,280.0,W,2781,visa,264.0,
2988516,0,100.0,W,12544,visa,184.0,verizon.net
2988517,0,100.0,W,15416,visa,181.0,
2988518,0,100.0,W,7919,mastercard,177.0,yahoo.com
2988519,0,107.95,W,7919,mastercard,143.0,
2988520,0,100.0,W,18132,mastercard,476.0,gmail
2988521,0,311.95,W,1070,mastercard,441.0,yahoo.com
2988522,0,117.0,W,1939,visa,387.0,gmail.com
2988523,0,100.0,W,7919,mastercard,225.0,hotmail.com
2988524,0,150.0,W,17188,visa,387.0,gmail.com
2988525,0,250.0,W,13108,visa,191.0,yahoo.com
2988526,0,107.95,W,9480,visa,204.0,
2988527,0,100.0,W,7919,mastercard,387.0,gmail.com
2988528,0,151.0,W,1444,visa,315.0,gmail.com
2988529,0,59.0,W,12544,visa,123.0,gmail.com
2988530,0,43.97,W,3553,mastercard,231.0,
2988531,0,75.0,W,8908,visa,204.0,yahoo.com
2988532,0,53.97,W,7919,mastercard,191.0,
2988533,0,53.97,W,16560,visa,184.0,gmail.com
2988534,0,114.95,W,15688,visa,387.0,
2988535,0,100.0,R,17321,visa,472.0,gmail.com
2988536,0,100.0,W,17055,mastercard,330.0,
2988537,0,55.95,W,4436,visa,494.0,yahoo.com
2988538,0,40.0,W,9500,visa,272.0,gmail.com
2988539,0,135.95,W,7919,mastercard,494.0,gmail.com
2988540,0,335.0,W,7919,mastercard,327.0,gmail.com
2988541,0,170.0,W,7676,visa,337.0,yahoo.com
2988542,0,117.0,W,9248,visa,337.0,yahoo.com
2988543,0,495.15,W,15066,mastercard,226.0,gmail.com
2988544,0,40.0,W,7482,visa,325.0,
2988545,0,20.0,W,17131,mastercard,264.0,gmail.com
2988546,0,100.0,W,8160,mastercard,225.0,yahoo.com
2988547,0,92.0,W,7919,mastercard,337.0,gmail.com
2988548,0,57.95,W,8411,visa,315.0,
2988549,0,25.256,C,5812,mastercard,,gmail.com
2988550,0,209.95,W,7508,visa,420.0,yahoo.com
2988551,0,39.0,W,7919,mastercard,325.0,gmail.com
2988552,0,30.0,W,5033,mastercard,441.0,
2988553,0,100.0,W,7638,visa,441.0,yahoo.com
2988554,0,100.0,W,1039,visa,225.0,
2988555,0,300.0,W,7676,visa,512.0,
2988556,0,53.95,W,7919,mastercard,204.0,yahoo.com
2988557,0,20.0,W,10676,visa,191.0,bellsouth.net
2988558,0,59.0,W,7919,mastercard,325.0,
2988559,0,39.0,W,15497,visa,299.0,gmail.com
2988560,0,87.95,W,12695,visa,325.0,gmail.com
2988561,0,210.0,W,17400,visa,181.0,anonymous.com
2988562,0,105.0,W,1675,visa,123.0,
2988563,0,100.0,W,7919,mastercard,191.0,gmail.com
2988564,0,67.95,W,7919,mastercard,494.0,gmail.com
2988565,0,100.0,H,7585,visa,472.0,gmail.com
2988566,0,703.95,W,16485,visa,330.0,hotmail.com
2988567,0,25.0,S,2884,visa,264.0,
2988568,0,75.0,R,11782,american express,191.0,anonymous.com
2988569,0,100.0,W,7919,mastercard,330.0,gmail.com
2988570,0,26.0,W,17131,mastercard,264.0,yahoo.com
2988571,0,45.0,W,9500,visa,272.0,gmail.com
2988572,0,57.95,W,5973,visa,157.0,
2988573,0,60.0,W,13780,visa,441.0,aol.com
2988574,0,117.0,W,1857,visa,126.0,yahoo.com
2988575,0,21.95,W,12570,visa,272.0,gmail.com
2988576,0,49.0,W,7919,mastercard,181.0,gmail.com
2988577,0,35.0,W,7919,mastercard,191.0,gmail.com
2988578,0,35.95,W,7919,mastercard,325.0,gmail.com
2988579,0,42.95,W,12839,visa,264.0,
2988580,0,30.0,W,7919,mastercard,126.0,yahoo.com
2988581,0,207.0,W,17400,visa,181.0,anonymous.com
2988582,0,49.0,W,9708,visa,126.0,msn.com
2988583,0,20.0,W,7166,visa,476.0,gmail.com
2988584,0,40.0,W,15385,mastercard,441.0,gmail.com
2988585,0,25.95,W,17188,visa,310.0,
2988586,0,209.95,W,11145,mastercard,315.0,aol.com
2988587,0,49.0,W,7919,mastercard,181.0,gmail.com
2988588,0,57.95,W,5973,visa,157.0,gmail.com
2988589,0,50.0,W,2803,visa,204.0,gmail.com
2988590,0,57.95,W,10930,visa,143.0,yahoo.com
2988591,0,40.0,W,10908,visa,476.0,gmail.com
2988592,0,350.0,W,9500,visa,272.0,ymail.com
2988593,0,200.0,W,3094,visa,191.0,yahoo.com
2988594,0,209.95,W,18132,mastercard,204.0,
2988595,0,100.0,W,12544,visa,441.0,hotmail.com
2988596,0,209.95,W,15205,visa,337.0,hotmail.com
2988597,0,75.0,W,12037,mastercard,384.0,
2988598,0,335.0,W,7919,mastercard,337.0,gmail.com
2988599,0,110.0,W,4272,visa,269.0,
2988600,0,250.0,W,7919,mastercard,441.0,rocketmail.com
2988601,0,361.95,W,4425,mastercard,476.0,gmail.com
2988602,0,35.0,W,3579,mastercard,126.0,comcast.net
2988603,0,100.0,W,2803,visa,184.0,anonymous.com
2988604,0,59.0,W,9500,visa,204.0,aol.com
2988605,0,60.0,W,9500,visa,476.0,aol.com
2988606,0,107.95,W,7919,mastercard,330.0,yahoo.com
2988607,0,80.0,W,11465,visa,272.0,gmail.com
2988608,0,80.0,W,13455,mastercard,231.0,yahoo.com
2988609,0,47.95,W,3492,mastercard,143.0,yahoo.com
2988610,0,150.0,H,16914,american express,126.0,gmail.com
2988611,0,100.0,W,7994,visa,264.0,aol.com
2988612,1,80.0,W,9499,visa,325.0,
2988613,0,107.95,W,13249,visa,264.0,
2988614,0,29.0,W,13481,mastercard,330.0,
2988615,0,226.0,W,6335,visa,204.0,yahoo.com
2988616,0,78.5,W,17458,visa,330.0,gmail.com
2988617,0,250.0,W,12501,visa,204.0,aol.com
2988618,0,108.5,W,1939,visa,387.0,
2988619,0,97.0,W,7919,mastercard,327.0,
2988620,0,160.0,W,17657,visa,299.0,
2988621,0,100.0,R,1675,visa,441.0,gmail.com
2988622,0,50.0,H,16659,visa,325.0,anonymous.com
2988623,0,38.427,C,15885,visa,,anonymous.com
2988624,0,97.0,W,7861,visa,299.0,yahoo.com
2988625,0,30.0,W,1974,visa,184.0,yahoo.com
2988626,0,100.0,W,18018,mastercard,264.0,anonymous.com
2988627,0,151.0,W,1444,visa,315.0,gmail.com
2988628,0,309.95,W,15497,visa,299.0,gmail.com
2988629,0,77.0,W,12695,visa,325.0,gmail.com
2988630,0,335.0,W,6739,visa,231.0,gmail.com
2988631,0,300.0,W,7919,mastercard,181.0,
2988632,0,170.0,W,16163,visa,325.0,optonline.net
2988633,0,190.0,W,17400,visa,181.0,anonymous.com
2988634,0,92.0,W,7919,mastercard,337.0,gmail.com
2988635,0,100.0,W,6369,visa,384.0,
2988636,0,125.95,W,7919,mastercard,436.0,gmail.com
2988637,0,72.95,W,12839,visa,264.0,gmail.com
2988638,0,159.95,W,7919,mastercard,184.0,gmail.com
2988639,0,50.0,W,12544,visa,184.0,
2988640,0,120.0,W,7919,mastercard,315.0,
2988641,0,107.95,W,7919,mastercard,205.0,
2988642,0,59.0,W,7919,mastercard,204.0,
2988643,1,110.0,W,2803,visa,272.0,yahoo.com
2988644,0,280.0,W,12501,visa,204.0,aol.com
2988645,0,36.95,W,18132,mastercard,191.0,gmail.com
2988646,0,151.0,W,1444,visa,315.0,gmail.com
2988647,0,59.0,W,6519,visa,191.0,gmail.com
2988648,0,107.95,W,7919,mastercard,485.0,gmail.com
2988649,0,20.0,W,12544,visa,337.0,aol.com
2988650,0,212.0,W,17400,visa,181.0,anonymous.com
2988651,0,40.0,W,13623,visa,498.0,
2988652,0,47.95,W,7919,mastercard,205.0,gmail.com
2988653,0,107.95,W,7919,mastercard,264.0,yahoo.com
2988654,0,335.0,W,7919,mastercard,181.0,
2988655,0,47.128,C,10876,visa,,hotmail.com
2988656,0,100.0,W,7919,mastercard,203.0,yahoo.com
2988657,0,171.0,W,12839,visa,226.0,gmail.com
2988658,0,209.95,W,7919,mastercard,325.0,gmail.com
2988659,0,108.95,W,12695,visa,126.0,gmail.com
2988660,0,40.0,W,13089,mastercard,272.0,gmail.com
2988661,0,50.0,W,7919,mastercard,325.0,
2988662,0,160.5,W,3368,mastercard,204.0,
2988663,0,15.0,S,1039,visa,441.0,
2988664,0,105.0,W,5033,mastercard,441.0,gmail.com
2988665,0,105.95,W,7919,mastercard,485.0,gmail.com
2988666,0,100.0,W,2772,visa,143.0,outlook.com
2988667,0,50.0,R,2616,discover,441.0,hotmail.com
2988668,0,60.0,W,12839,visa,264.0,yahoo.com
2988669,0,50.0,W,15446,mastercard,226.0,gmail.com
2988670,0,77.0,W,7919,mastercard,436.0,yahoo.com
2988671,0,171.0,W,12946,visa,203.0,gmail.com
2988672,0,50.0,R,2616,discover,441.0,hotmail.com
2988673,0,53.97,W,7919,mastercard,191.0,
2988674,0,75.0,W,12695,visa,204.0,gmail.com
2988675,0,40.0,W,11207,visa,325.0,gmail.com
2988676,0,49.0,W,13089,mastercard,272.0,gmail.com
2988677,0,90.0,W,13833,visa,325.0,
2988678,0,50.0,R,2616,discover,441.0,hotmail.com
2988679,0,77.0,W,12839,visa,264.0,yahoo.com
2988680,1,80.0,W,3524,visa,330.0,yahoo.com
2988681,0,50.0,W,9500,visa,330.0,gmail.com
2988682,0,87.0,W,2377,visa,272.0,gmail.com
2988683,0,35.95,W,7919,mastercard,325.0,gmail.com
2988684,0,5.0,W,7919,mastercard,325.0,gmail.com
2988685,0,87.95,W,7919,mastercard,472.0,gmail.com
2988686,0,9.546,C,6616,visa,,gmail.com
2988687,0,200.0,W,10057,mastercard,204.0,gmail.com
2988688,0,50.0,S,16659,visa,184.0,
2988689,0,47.95,W,6207,visa,143.0,gmail.com
2988690,0,50.0,H,17321,visa,472.0,gmail.com
2988691,0,40.0,W,12544,visa,476.0,
2988692,0,161.0,W,6174,visa,387.0,yahoo.com
2988693,0,70.0,W,1257,mastercard,315.0,aol.com
2988694,1,240.0,W,15775,mastercard,251.0,yahoo.com
2988695,0,100.0,W,11992,visa,325.0,yahoo.com
2988696,0,50.0,H,15333,visa,384.0,comcast.net
2988697,0,50.0,W,1393,mastercard,308.0,gmail.com
2988698,0,50.0,R,2616,discover,441.0,hotmail.com
2988699,0,245.97,W,9500,visa,433.0,
2988700,0,57.95,W,17188,visa,485.0,
2988701,0,25.0,S,15651,visa,330.0,
2988702,1,450.0,H,17524,visa,325.0,gmail.com
2988703,0,171.0,W,12695,visa,325.0,
2988704,1,15.0,W,9499,visa,325.0,
2988705,0,200.0,R,8359,mastercard,441.0,gmail.com
2988706,1,450.0,H,17524,visa,325.0,gmail.com
2988707,0,107.95,W,15484,visa,310.0,yahoo.com
2988708,0,554.0,W,1238,mastercard,203.0,hotmail.com
2988709,0,107.95,W,17188,visa,327.0,gmail.com
2988710,0,100.0,R,9803,visa,387.0,anonymous.com
2988711,0,77.0,W,16255,mastercard,315.0,yahoo.com
2988712,0,206.95,W,18350,visa,264.0,gmail.com
2988713,0,35.0,H,17188,visa,204.0,gmail.com
2988714,0,100.0,H,15494,visa,126.0,yahoo.com
2988715,0,15.5,W,6530,mastercard,472.0,yahoo.com
2988716,0,25.0,W,13481,mastercard,231.0,anonymous.com
2988717,0,75.0,H,6019,visa,325.0,gmail.com
2988718,0,53.97,W,9500,visa,330.0,gmail.com
2988719,0,40.0,H,4966,visa,181.0,gmail.com
2988720,0,97.95,W,13833,visa,325.0,yahoo.com
2988721,0,30.0,W,12544,visa,337.0,hotmail.com
2988722,0,100.0,S,3682,visa,337.0,
2988723,0,70.0,W,1804,mastercard,181.0,gmail.com
2988724,0,75.0,W,2443,visa,123.0,gmail.com
2988725,0,70.0,W,10409,visa,170.0,
2988726,0,29.0,W,11207,visa,126.0,
2988727,0,50.0,W,16923,mastercard,441.0,gmail.com
2988728,0,129.95,W,18132,mastercard,441.0,gmail.com
2988729,0,47.95,W,2261,visa,143.0,gmail.com
2988730,0,53.97,W,14079,mastercard,325.0,
2988731,0,100.0,W,13481,mastercard,325.0,aol.com
2988732,1,136.99,W,9112,visa,441.0,gmail.com
2988733,0,135.5,W,11207,visa,126.0,gmail.com
2988734,0,311.95,W,7207,visa,204.0,msn.com
2988735,0,59.0,W,11157,visa,433.0,ymail.com
2988736,0,100.0,W,16485,visa,330.0,
2988737,0,15.77,C,15885,visa,,gmail.com
2988738,0,92.99,W,9500,visa,204.0,gmail.com
2988739,0,50.0,W,11359,visa,269.0,
2988740,0,50.0,R,18159,mastercard,181.0,anonymous.com
2988741,0,100.0,W,12695,visa,325.0,
2988742,0,40.0,W,8965,visa,269.0,gmail.com
2988743,0,92.0,W,7919,mastercard,441.0,
2988744,0,107.95,W,10989,visa,433.0,
2988745,0,25.0,S,11106,visa,441.0,
2988746,0,50.0,R,2616,discover,441.0,hotmail.com
2988747,0,100.0,W,15280,mastercard,191.0,
2988748,0,196.0,W,13108,visa,191.0,
2988749,0,4.471,C,17288,mastercard,,hotmail.com
2988750,0,48.97,W,1764,visa,315.0,
2988751,0,55.95,W,7919,mastercard,330.0,gmail.com
2988752,0,50.0,R,18159,mastercard,181.0,anonymous.com
2988753,0,730.71,W,7919,mastercard,472.0,
2988754,0,75.0,H,6542,visa,324.0,verizon.net
2988755,0,50.0,R,2616,discover,441.0,hotmail.com
2988756,0,97.95,W,7919,mastercard,272.0,gmail.com
2988757,0,34.0,W,15651,visa,330.0,gmail.com
2988758,0,57.95,W,10989,visa,337.0,outlook.com
2988759,0,44.5,W,7919,mastercard,181.0,gmail.com
2988760,0,75.0,H,6542,visa,324.0,verizon.net
2988761,0,450.0,W,11371,mastercard,325.0,roadrunner.com
2988762,0,59.0,W,9500,visa,204.0,gmail.com
2988763,0,170.384,C,15885,visa,,gmail.com
2988764,0,40.0,W,12598,visa,231.0,
2988765,0,80.0,W,11465,visa,272.0,gmail.com
2988766,0,214.95,W,13123,visa,143.0,gmail.com
2988767,0,59.0,W,7919,mastercard,269.0,gmail.com
2988768,0,75.0,S,18227,visa,441.0,
2988769,0,75.0,S,1214,visa,330.0,
2988770,0,100.0,W,6980,visa,191.0,yahoo.com
2988771,0,115.0,W,2538,visa,264.0,yahoo.com
2988772,0,60.0,W,12839,visa,264.0,yahoo.com
2988773,0,205.95,W,12260,visa,204.0,aol.com
2988774,0,200.0,W,7919,mastercard,177.0,gmail.com
2988775,0,87.0,W,17217,visa,204.0,yahoo.com
2988776,0,50.0,W,9500,visa,330.0,
2988777,0,50.0,W,17217,visa,494.0,
2988778,0,50.0,R,2616,discover,441.0,hotmail.com
2988779,0,77.0,W,12839,visa,264.0,yahoo.com
2988780,0,40.0,W,2803,visa,184.0,yahoo.com
2988781,0,50.0,W,10471,mastercard,337.0,gmail.com
2988782,0,445.0,W,7919,mastercard,272.0,gmail.com
2988783,0,50.0,H,4966,visa,272.0,gmail.com
2988784,0,50.0,W,7919,mastercard,191.0,gmail.com
2988785,0,107.95,W,8528,visa,191.0,
2988786,0,600.0,W,6872,visa,441.0,gmail.com
2988787,0,117.0,W,12695,visa,325.0,hotmail.com
2988788,0,117.0,W,9500,visa,272.0,yahoo.com
2988789,0,107.95,W,14025,visa,143.0,yahoo.com
2988790,0,87.0,W,7919,mastercard,184.0,yahoo.com
2988791,0,59.0,W,14605,visa,330.0,gmail.com
2988792,0,250.0,W,7919,mastercard,387.0,
2988793,0,488.0,W,11371,mastercard,325.0,roadrunner.com
2988794,0,2182.0,W,12570,visa,191.0,hotmail.com
2988795,0,59.0,W,7919,mastercard,251.0,gmail.com
2988796,0,34.0,W,7911,mastercard,441.0,gmail.com
2988797,0,1242.47,W,6542,visa,324.0,gmail.com
2988798,0,200.0,W,16630,visa,191.0,
2988799,0,60.0,W,4921,visa,184.0,comcast.net
2988800,0,50.0,H,6019,visa,264.0,gmail.com
2988801,0,100.0,W,7919,mastercard,441.0,gmail.com
2988802,0,67.95,W,2884,visa,123.0,gmail.com
2988803,0,67.95,W,7919,mastercard,231.0,
2988804,0,150.0,H,10838,visa,205.0,hotmail.com
2988805,0,12.5,W,17347,visa,330.0,
2988806,0,102.0,W,12211,visa,433.0,
2988807,0,50.0,W,7900,mastercard,143.0,yahoo.com
2988808,0,20.0,W,10057,mastercard,181.0,
2988809,0,75.0,W,17188,visa,485.0,
2988810,0,40.0,W,9500,visa,272.0,gmail.com
2988811,0,100.0,W,8802,mastercard,143.0,yahoo.com
2988812,0,150.0,R,1740,american express,126.0,anonymous.com
2988813,0,50.0,H,5645,mastercard,325.0,cox.net
2988814,0,300.0,W,14849,visa,441.0,yahoo.com
2988815,0,40.5,W,16189,visa,325.0,gmail.com
2988816,0,12.5,W,17347,visa,330.0,yahoo.com
